x,y,z,yaw,pitch,roll,action
-4464.0,-7724.0,5355.0,-14.618479,-17.819973,-1.4684,Neutral
-5284.0,-12621.0,4016.0,-14.840113,-18.392313,-1.387587,Neutral
-8607.0,-18725.0,3336.0,-15.340706,-18.61739,-0.186791,Neutral
-8498.0,-17438.0,4403.0,-15.583141,-18.889267,0.658219,Neutral
-5998.0,-11737.0,4679.0,-15.505924,-19.348913,-0.142124,Neutral
-5050.0,-9584.0,4021.0,-15.3903,-19.8682,-1.911085,Neutral
-5317.0,-5189.0,3751.0,-15.549326,-19.734333,-2.798777,Neutral
-4820.0,-2216.0,3466.0,-15.75116,-19.16243,-3.799001,Neutral
-5002.0,1517.0,2658.0,-16.034878,-18.666832,-4.157964,Neutral
-5252.0,3395.0,2096.0,-16.026642,-17.519913,-4.396256,Neutral
-5538.0,4653.0,2104.0,-15.561471,-16.667662,-4.549699,Neutral
-5791.0,4084.0,2926.0,-15.161839,-15.60312,-4.787777,Neutral
-4970.0,2538.0,4130.0,-14.2378,-15.154937,-4.832738,Neutral
-3773.0,-352.0,4986.0,-13.080946,-14.818825,-4.93918,Neutral
-404.0,-2602.0,6890.0,-11.179632,-14.700512,-5.263662,Neutral
-21.0,-4528.0,8713.0,-10.230384,-14.328269,-6.509912,Neutral
-1083.0,-8961.0,10779.0,-9.788514,-13.832184,-7.588523,Neutral
-2748.0,-12754.0,10523.0,-9.682569,-13.411067,-8.45617,Neutral
